shift    m   L        n    full   restr null_mean  null_sd       z
    0   23   3   311976   0.369   0.242     0.655    0.293   -1.41
    0   23   4   155570   0.369   1.333     0.741    0.473    1.25
    0   23   5    78013   0.369   0.175     0.834    0.416   -1.58
    0   23   6    39093   0.369   0.735     0.992    0.340   -0.75
    0   23   7    19568   0.369   0.603     0.834    0.476   -0.49
    0   23   8     9817   0.369   1.034     0.947    0.527    0.17
    0   23   9     4950   0.369   0.229     0.950    0.453   -1.59
    0   23  10     2480   0.369   0.350     0.851    0.411   -1.22
    1    3   3   311976 559.236 558.548   279.276    0.002 134437.99
    1    3   4   155570 559.236 394.424   197.214    0.003 74587.22
    1    3   5    78013 559.236 279.308   139.657    0.003 53450.77
    1    3   6    39093 559.236 197.719    98.864    0.006 17145.64
    1    3   7    19568 559.236 139.886    69.948    0.006 11465.89
    1    3   8     9817 559.236  99.081    49.552    0.016 3018.90
    1    3   9     4950 559.236  70.356    35.193    0.022 1567.32
    1    3  10     2480 559.236  49.800    24.919    0.020 1244.92
    1    5   3   311976   0.076   1.005     0.528    0.338    1.41
    1    5   4   155570   0.076   0.864     0.720    0.419    0.35
    1    5   5    78013   0.076   1.422     0.957    0.349    1.33
    1    5   6    39093   0.076   1.541     0.799    0.457    1.62
    1    5   7    19568   0.076   1.849     0.815    0.453    2.28
    1    5   8     9817   0.076   1.108     0.989    0.347    0.34
    1    5   9     4950   0.076   1.314     0.826    0.408    1.20
    1    5  10     2480   0.076   0.786     0.883    0.357   -0.27
    1    7   3   311976   1.189   0.440     0.860    0.352   -1.19
    1    7   4   155570   1.189   0.415     0.903    0.476   -1.02
    1    7   5    78013   1.189   0.702     0.834    0.427   -0.31
    1    7   6    39093   1.189   0.058     0.946    0.374   -2.37
    1    7   7    19568   1.189   0.811     0.880    0.491   -0.14
    1    7   8     9817   1.189   1.019     0.960    0.400    0.15
    1    7   9     4950   1.189   1.331     0.694    0.399    1.60
    1    7  10     2480   1.189   1.116     0.905    0.603    0.35
    1   11   3   311976   0.564   0.454     0.865    0.509   -0.81
    1   11   4   155570   0.564   1.474     0.787    0.415    1.66
    1   11   5    78013   0.564   0.917     0.935    0.401   -0.04
    1   11   6    39093   0.564   0.499     0.877    0.436   -0.87
    1   11   7    19568   0.564   0.742     0.815    0.341   -0.21
    1   11   8     9817   0.564   0.871     0.903    0.405   -0.08
    1   11   9     4950   0.564   0.850     0.934    0.359   -0.24
    1   11  10     2480   0.564   0.700     0.768    0.384   -0.18
    1   13   3   311976   0.623   0.401     0.900    0.346   -1.44
    1   13   4   155570   0.623   0.443     0.886    0.558   -0.79
    1   13   5    78013   0.623   1.045     0.713    0.301    1.10
    1   13   6    39093   0.623   0.723     0.709    0.341    0.04
    1   13   7    19568   0.623   0.396     0.986    0.411   -1.44
    1   13   8     9817   0.623   1.770     0.881    0.393    2.26
    1   13   9     4950   0.623   1.589     0.901    0.411    1.67
    1   13  10     2480   0.623   1.652     0.885    0.399    1.92
    1   17   3   311976   0.876   0.907     0.818    0.463    0.19
    1   17   4   155570   0.876   0.248     0.829    0.438   -1.33
    1   17   5    78013   0.876   0.543     1.023    0.411   -1.17
    1   17   6    39093   0.876   0.499     0.846    0.521   -0.67
    1   17   7    19568   0.876   0.315     1.047    0.570   -1.28
    1   17   8     9817   0.876   1.181     0.924    0.595    0.43
    1   17   9     4950   0.876   0.901     0.800    0.396    0.26
    1   17  10     2480   0.876   1.391     0.848    0.436    1.24
    1   19   3   311976   0.809   0.447     0.702    0.304   -0.84
    1   19   4   155570   0.809   0.548     0.842    0.476   -0.62
    1   19   5    78013   0.809   1.197     1.027    0.434    0.39
    1   19   6    39093   0.809   1.002     0.930    0.454    0.16
    1   19   7    19568   0.809   0.140     1.033    0.405   -2.21
    1   19   8     9817   0.809   0.428     0.764    0.404   -0.83
    1   19   9     4950   0.809   1.337     1.085    0.557    0.45
    1   19  10     2480   0.809   1.797     0.996    0.421    1.90
    1   23   3   311976   0.370   0.654     0.765    0.423   -0.26
    1   23   4   155570   0.370   1.113     0.990    0.474    0.26
    1   23   5    78013   0.370   0.970     0.812    0.310    0.51
    1   23   6    39093   0.370   0.768     0.780    0.384   -0.03
    1   23   7    19568   0.370   1.452     0.873    0.593    0.98
    1   23   8     9817   0.370   1.918     0.893    0.441    2.32
    1   23   9     4950   0.370   1.525     0.846    0.411    1.65
    1   23  10     2480   0.370   2.148     0.939    0.568    2.13
